Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2877.0,US-2016-167339,2016-01-21,1/23/2016,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,7.0,0.2,76.0116
2884.0,CA-2016-130799,2016-11-11,11/16/2016,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110.0,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4.0,0.0,2.2272
2886.0,US-2016-159856,2016-10-18,10/22/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,85281.0,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92,5.0,0.2,-34.641
2891.0,CA-2014-142727,2014-04-29,5/1/2014,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601.0,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2.0,0.0,12.99
2895.0,CA-2017-139913,2017-10-23,10/29/2017,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,11.0,0.0,29.0136
2899.0,US-2015-114839,2015-04-26,4/30/2015,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Houston,Texas,77036.0,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2.0,0.3,-5.8346
2905.0,CA-2016-153577,2016-06-27,7/1/2016,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035.0,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658,3.0,0.3,-7.7094
2920.0,CA-2016-160129,2016-11-23,11/23/2016,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2.0,0.2,3.9512
2921.0,CA-2016-160129,2016-11-23,11/23/2016,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.448,7.0,0.2,12.3284
2926.0,CA-2014-157721,2014-09-02,9/5/2014,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601.0,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1.0,0.0,4.9497
2927.0,CA-2017-128629,2017-07-10,7/14/2017,Second Class,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907.0,South,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84,3.0,0.0,7.9128
2930.0,CA-2017-143434,2017-11-18,11/24/2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Saginaw,Michigan,48601.0,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4.0,0.0,8.2992
2933.0,CA-2015-168564,2015-08-08,8/8/2015,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1.0,0.2,10.8588
2941.0,CA-2017-155880,2017-03-25,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99,1.0,0.0,14.5584
2942.0,CA-2017-155880,2017-03-25,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,7.0,0.0,427.4368
2943.0,CA-2017-155880,2017-03-25,3/31/2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97,3.0,0.0,40.5867
2945.0,CA-2017-126242,2017-11-19,11/24/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049.0,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1.0,0.0,7.106
2946.0,CA-2016-166443,2016-11-04,11/5/2016,First Class,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7.0,0.0,16.4647
2947.0,CA-2017-169859,2017-12-14,12/18/2017,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024.0,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3.0,0.0,11.025
2952.0,CA-2017-134915,2017-11-12,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2.0,0.2,9.9652
2953.0,CA-2017-134915,2017-11-12,11/12/2017,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568,2.0,0.2,-5.6784
2957.0,CA-2017-123638,2017-06-27,7/4/2017,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",191.646,3.0,0.1,31.941
2963.0,CA-2017-137428,2017-12-16,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2.0,0.2,9.1764
2964.0,CA-2017-137428,2017-12-16,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054.0,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2.0,0.2,6.074
2966.0,CA-2017-137428,2017-12-16,12/21/2017,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054.0,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2.0,0.0,7.584
2967.0,CA-2014-162866,2014-12-27,12/31/2014,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076.0,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952,6.0,0.6,-19.7712
2972.0,CA-2017-167941,2017-11-06,11/9/2017,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314.0,South,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",28.272,2.0,0.2,6.3612
2975.0,CA-2015-137512,2015-05-07,5/12/2015,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002.0,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2.0,0.3,-31.3722
2977.0,CA-2017-139773,2017-12-04,12/4/2017,Same Day,DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",188.552,7.0,0.3,-2.6936
2979.0,CA-2014-109232,2014-01-13,1/16/2014,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464.0,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6.0,0.0,87.3504
2981.0,CA-2015-139850,2015-06-12,6/17/2015,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",43.296,2.0,0.2,4.3296
2982.0,CA-2014-131310,2014-07-12,7/18/2014,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.136,4.0,0.2,13.8528
2985.0,US-2014-112872,2014-12-06,12/11/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,97477.0,West,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1.0,0.5,-170.8038
2986.0,CA-2016-139269,2016-05-25,5/30/2016,Standard Class,JB-16045,Julia Barnett,Home Office,United States,Columbus,Georgia,31907.0,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4.0,0.0,6.24
2998.0,CA-2014-138317,2014-06-21,6/25/2014,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,1.0,0.2,0.6474
3009.0,CA-2016-124772,2016-12-05,12/6/2016,First Class,JG-15160,James Galang,Consumer,United States,Murray,Kentucky,42071.0,South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3.0,0.0,74.8098
3016.0,US-2015-138919,2015-09-17,9/21/2015,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,New York City,New York,10035.0,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,2.0,0.4,-103.266
3018.0,US-2016-160528,2016-08-23,8/30/2016,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Pharr,Texas,78577.0,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3.0,0.6,-10.1736
3022.0,CA-2015-123568,2015-11-08,11/14/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084.0,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3.0,0.0,22.0077
3024.0,CA-2017-124674,2017-11-17,11/23/2017,Standard Class,JB-16000,Joy Bell-,Consumer,United States,Brownsville,Texas,78521.0,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328,2.0,0.32,-14.4588
3027.0,CA-2017-169054,2017-04-22,4/26/2017,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,3.0,0.2,0.0
3029.0,CA-2017-116855,2017-12-17,12/21/2017,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Chesapeake,Virginia,23320.0,South,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,504.9,5.0,0.0,80.784
3031.0,CA-2015-168480,2015-09-21,9/27/2015,Standard Class,DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146.0,Central,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4.0,0.0,31.0912
3033.0,US-2016-114293,2016-11-21,11/26/2016,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,97030.0,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4.0,0.2,-12.196
3039.0,US-2015-123960,2015-06-11,6/16/2015,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203.0,South,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,2.0,0.0,10.7892
3040.0,CA-2017-101749,2017-10-03,10/8/2017,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Pasadena,California,91104.0,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3.0,0.2,-6.4233
3041.0,US-2016-147991,2016-05-05,5/9/2016,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,37421.0,South,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5.0,0.2,3.344
3044.0,CA-2017-149559,2017-09-11,9/12/2017,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805.0,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,8.0,0.2,256.784
3049.0,CA-2017-121419,2017-04-02,4/4/2017,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907.0,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2.0,0.0,70.006
3051.0,US-2017-148054,2017-10-06,10/11/2017,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642.0,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2.0,0.0,2.9372
3059.0,CA-2017-131492,2017-10-19,10/24/2017,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110.0,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2.0,0.0,10.3904
3060.0,CA-2017-131492,2017-10-19,10/24/2017,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110.0,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2.0,0.2,-3.3506
3072.0,CA-2014-119375,2014-11-17,11/22/2014,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711.0,East,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3.0,0.0,14.9292
3075.0,CA-2015-126137,2015-10-03,10/8/2015,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,90032.0,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2.0,0.15,18.4548
3077.0,CA-2014-143903,2014-07-20,7/24/2014,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217.0,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5.0,0.6,-14.229
3078.0,CA-2014-143903,2014-07-20,7/24/2014,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217.0,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2.0,0.3,-140.196
3087.0,CA-2017-118773,2017-02-09,2/14/2017,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070.0,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,2.0,0.6,-2.6892
3089.0,US-2017-159205,2017-03-31,4/2/2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5.0,0.0,25.62
3099.0,CA-2017-135692,2017-04-27,5/1/2017,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106.0,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4.0,0.32,-42.1096
3101.0,CA-2017-131233,2017-04-14,4/19/2017,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024.0,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3.0,0.2,9.0882
3103.0,CA-2017-119578,2017-12-22,12/27/2017,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908.0,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1.0,0.0,50.8254
3116.0,CA-2016-150350,2016-08-23,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105.0,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6.0,0.2,-39.9528
3119.0,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,1123.92,5.0,0.2,-182.637
3121.0,CA-2015-121720,2015-06-11,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801.0,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3.0,0.2,7.3008
3129.0,CA-2014-136399,2014-12-16,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2.0,0.0,14.6718
3130.0,CA-2014-136399,2014-12-16,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2.0,0.2,18.1176
3133.0,CA-2014-107916,2014-08-24,8/26/2014,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572.0,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2.0,0.0,6.3744
3140.0,CA-2017-164168,2017-11-12,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081.0,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3.0,0.6,-17.7072
3145.0,US-2016-148110,2016-09-05,9/11/2016,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745.0,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7.0,0.3,-24.843
3146.0,CA-2017-131828,2017-02-11,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105.0,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4.0,0.2,108.3528
3154.0,CA-2015-147830,2015-12-15,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055.0,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7.0,0.2,69.0018
3157.0,CA-2015-139584,2015-08-24,8/28/2015,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009.0,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2.0,0.4,-75.8304
3168.0,CA-2016-146682,2016-10-29,10/31/2016,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911.0,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67.0,5.0,0.0,32.16
3169.0,CA-2016-138695,2016-05-28,6/3/2016,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303.0,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8.0,0.2,-24.392
3173.0,US-2016-133879,2016-03-21,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5.0,0.3,0.0
3176.0,US-2017-132059,2017-09-23,9/29/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525.0,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2.0,0.7,-240.784
3179.0,CA-2017-105235,2017-12-05,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3.0,0.0,6.0726
3180.0,CA-2017-105235,2017-12-05,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2.0,0.0,18.1908
3201.0,CA-2014-164224,2014-05-18,5/20/2014,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312.0,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3.0,0.2,3.7308
3205.0,CA-2014-158372,2014-11-10,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2.0,0.0,11.1664
3207.0,CA-2014-158372,2014-11-10,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5.0,0.0,14.896
3231.0,CA-2017-131625,2017-09-01,9/5/2017,Second Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009.0,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,5.0,0.0,39.066
3236.0,CA-2016-140746,2016-01-15,1/15/2016,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824.0,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1.0,0.3,-15.5826
3239.0,US-2016-127971,2016-11-20,11/27/2016,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095.0,Central,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",318.43,5.0,0.3,-77.333
3241.0,US-2016-127971,2016-11-20,11/27/2016,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095.0,Central,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,7.068,3.0,0.6,-2.8272
3245.0,CA-2017-113355,2017-12-01,12/5/2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051.0,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3.0,0.3,-18.1176
3249.0,CA-2016-159730,2016-09-17,9/21/2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103.0,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2.0,0.2,9.9652
3252.0,CA-2017-119389,2017-04-17,4/19/2017,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3.0,0.2,5.2773
3258.0,US-2016-161844,2016-12-09,12/14/2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064.0,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,79.974,3.0,0.4,-29.3238
3273.0,CA-2015-146038,2015-02-09,2/16/2015,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5.0,0.2,22.941
3284.0,CA-2014-159478,2014-09-30,10/6/2014,Standard Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035.0,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3.0,0.0,5.1816
3294.0,CA-2014-106264,2014-12-26,12/30/2014,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024.0,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2.0,0.0,1.1136
3303.0,US-2014-159926,2014-11-18,11/22/2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3.0,0.2,5.2773
3312.0,CA-2016-162747,2016-03-20,3/25/2016,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Gulfport,Mississippi,39503.0,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7.0,0.0,38.038
3313.0,US-2014-133130,2014-09-27,10/1/2014,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5.0,0.2,45.294
3315.0,CA-2017-169978,2017-12-24,12/28/2017,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572.0,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2.0,0.1,48.3136
3317.0,CA-2017-161739,2017-11-10,11/15/2017,Second Class,EB-13750,Edward Becker,Corporate,United States,Round Rock,Texas,78664.0,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5.0,0.6,-427.45
3321.0,CA-2014-134551,2014-12-20,12/25/2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401.0,South,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3.0,0.2,74.574
3324.0,CA-2015-120810,2015-07-23,7/27/2015,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009.0,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3.0,0.0,50.2398
3334.0,CA-2017-122595,2017-12-14,12/20/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653.0,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",2.032,1.0,0.6,-1.3208
3337.0,US-2017-109253,2017-08-21,8/22/2017,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4.0,0.0,10.3936
3338.0,US-2017-109253,2017-08-21,8/22/2017,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601.0,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3.0,0.2,28.4364
